ids,names,popularity,followers,genres,first_release,last_release,num_releases,num_tracks,monthly_listeners
2aLsVwoR5tiFluiCOETBhg,the black antler,0,74,"blackened hardcore, sludgecore",2015,2018,2,5,19
5lW8wX7Dvny7gTTfql8755,jula de palma,28,2230,"canzone napoletana, vintage italian pop",1957,2023,17,2,38014
37Pf9riF70VuuPMXP4kz3J,teramaze,26,13771,"australian metal, melodic progressive metal, progressive metal",1995,2024,20,1,22534
5e9SnnT1mabuWwjwu6FrZD,youth fountain,41,36976,"anthem emo, canadian pop punk, easycore, kelowna bc indie, pop punk, vancouver punk",2019,2023,20,1,108460
27eIHEoxiJaFlaLSgiXvp7,monte negro,9,1828," rock , punk ",2008,2008,1,13,1587
3w7i1KMrMHp99fPHKZt62i,prima vera,27,9041,"classic norwegian pop, norwegian rock",1977,2022,9,1,29680
66nRwizU4pVCI9CFybrGop,baby kaely,24,28283,rap,2017,2022,18,5,3269
4JdKy1fZxzk81JcVeBm2CK,hearts & hands,13,9111,"post-post-hardcore, post-screamo",2012,2013,2,5,4389
588s5r90FKUY9Dc3u4Xhmi,stephanie manns,0,156,british country,2012,2019,7,5,7
6de0XwbJtLyirUZUqte7aD,wordsworth,30,10729,"alternative hip hop, soul flow, underground rap",2001,2024,20,1,15370
7dBtlagmSjGCovgtxzLUAJ,the fall of eden,0,64," rock , funk ",2020,2021,4,1,12
5TV9JhBjG6c2hHsoibBaIW,petra sihombing,54,326496,"indonesian indie, indonesian pop",2014,2022,20,6,1786817
39THyu7mxjdqTKk4zHGjrb,panzerfaust,22,17980,"atmospheric black metal, canadian black metal, raw black metal, voidgaze",2008,2022,12,4,9471
1YU3RKNUIWgNcN8aLtrwMQ,sam christie,1,326,maltese pop,2018,2023,10,1,94
3tpTo5kYri6niRFHJOYvqG,ata damasco,16,1797,hawaiian,2000,2010,4,15,2479
03qpOtlarU6m62UBELNFPI,lori triplett,6,312,country,2009,2024,13,1,759
2e3P7zO9duFmWItDELoQfq,agua bendita,28,19335,"ska catala, ska espanol, spanish punk",1993,2023,8,1,30907
35ddefRwKDnT4r76P5kzr8,a light in the dark,25,10768,"atmospheric black metal, blackgaze",2015,2020,4,5,17201
4akWuEzOy4ATwXu16fc7m3,alex goodman,28,381,canadian modern jazz,2013,2020,9,1,968
2I2x9FUbGHQY2lUYivxcsl,earatik statik,0,108,chicago rap,2009,2013,3,1,85
2oWYReGFzdcjvgUC5aizxv,quim barreiros,41,56018,classic portuguese pop,2017,2024,20,17,152261
5qOJ5nikwvfCIs5gf22n6G,master andross,45,6303,otacore,2020,2023,20,1,29783
2BhG0zx9BefGyLsheh6zKc,eve massacre,0,95,mashup,2005,2017,2,2,45
4JF00ffrHzWO24CUBGssqc,vicious rumours,6,3050,"oi, skinhead oi",1987,1994,2,19,820
0rlDyWGfNGONOSFbAh9tT1,robert louis stevenson,31,2421,writing,2023,2024,20,44,3898
2JyDnIXC9YCQcSN1KnFf3C,clonazepam,5,1364,"brazilian black metal, depressive black metal",2020,2020,1,3,763
2fNIm0siV7xPMNO8sWDMsJ,kickback,23,10946,"beatdown, french hardcore, hardcore",1995,2014,6,6,8163
3VbATB9xUq0UsLkb9tXKaA,epilogio,24,8279,puerto rican indie,2018,2023,14,1,16075
1I3Fr0scdj3C3ht5jEWW4n,steve bender,9,225,ambient,1997,2023,9,1,1819
3sqP5jEJioY3xbW5365Hyr,clock paradox,0,110,oulu metal,2012,2015,2,8,6
6WhU8x3gs71cfBCFbehGXZ,pussycat and the dirty johnsons,4,874," blues , rock , blues , punk ",2010,2021,6,1,326
0lhWvBv8cKWMteX8a2dEqp,duofel,18,2886,brazilian modern jazz,1990,2019,13,13,984
1PiKrkCHl9Y0u5KvPMpa9b,nonsense,7,797,trap funk,2018,2020,15,1,2136
07bMi0IDHkukVUJY3SPTfd,charlie babie,9,733,"deep freestyle, freestyle",1987,2018,8,4,2686
0p0LIAapESmSlL42HRMC9P,união racial,2,4073,rap nacional antigo,2001,2001,1,9,669
1SLQyIlX2mn8XHZdWWaBBN,ellevate,0,20,rap,2019,2023,5,1,2
6iWBjg4b4ll4jLiParnWXT,bart skils,45,52014,"deep minimal techno, minimal techno, techno",2018,2024,20,1,467014
3S5JBLYzgPNqswP0C9vcNj,neal hellman,7,211,"mountain dulcimer, string folk",1987,2007,2,11,405
4TU7LHSh0AUCQwxUkuIs5x,3 cohens,3,1031,israeli jazz,2007,2013,3,10,402
4fi2id2V1djZTVkPBLwaUz,poncho k,44,68840,"punk urbano, spanish punk",2001,2021,19,1,97908
0s2ssiNRVz36nGW8sAv1wI,paul hörbiger,19,2671,"austropop, vintage schlager",1996,2015,5,9,10887
7lcbOlKjk4gLsCxd481hik,astronaut,33,24733,"complextro, filthstep, gaming edm",2013,2015,14,6,77126
57oXGr9aRvjJx8Sbb6LP21,fahrenheit 97,0,62,rock,2020,2020,1,13,5
5PcwbyuOX1pnaeVYatEEB2,dilip,31,9714,phonk,2017,2023,19,1,56029
2taC4UtTrxscxL9q5MoK3U,ferrarilover,3,945,experimental guitar,2021,2023,3,4,849
3GC8N34WtfcKZR5K4SRMdd,philip aaberg,26,5264,new age,1986,2017,10,12,19836
34jw2BbxjoYalTp8cJFCPv,heart,68,2525745,"album rock, classic rock, glam metal, hard rock, heartland rock, mellow gold, new wave pop, rock, singer-songwriter, soft rock",1977,2019,20,8,10627153
4WjLhyf6zlQ4R9v7uVDN2E,bbrainz,38,5240,vaporwave,2013,2019,3,13,68442
6mz0nZMPxXWttuQwoyIMyn,stick mcghee,5,541,jump blues,2021,2023,2,1,1195
45k3kmPVYYfmWOTZyby7cq,jesse rose,32,8748,fidget house,2006,2017,20,1,102602
2mWisenxMzbl3s05FYo3QE,dj jay-k,27,1650,hip hop,2021,2024,3,1,23055
3TJbIwzo1oJ2Ha1SU4Q1J8,regnant,11,153,christian,1995,2023,8,2,1292
6x3sJYUWWbfqXwfl3CFUO6,polluted inheritance,6,1683,"dutch death metal, grim death metal",2013,2013,2,17,1068
2tpfnb1RPWWLEO7YSkGFu8,midnight traffic,3,1023,indian techno,2016,2022,12,2,508
5tgguu8KP5RCK0DV2f8wkq,ritva oksanen,8,358,musiikkia lapsille,2002,2002,1,13,1548
3N67k41fpm2rBEaNITqSz9,nox doloris,2,998,"russian black metal, symphonic death metal",2013,2023,9,1,255
0jhtuYbMKggEKOb4RIfhsB,the safes,24,454,contemporary,2003,2019,11,5,11903
5Nq9MbzweBc5oL4WzsECx4,calogero,59,753871,"chanson, french pop",2000,2024,20,1,1484414
3YmAt9U9INQwxAwfgMVfKD,trysail,40,114215,"anime, anime rock, j-pixie, j-pop girl group, seiyu",2017,2023,20,1,138369
7pbay7w0V7OdIr3jzSRkHj,daniel blume,42,8294,irish pop,2017,2022,19,1,347256
6FfKXg3QdDbbwRs9JzffpY,lavender,40,12231,indie r&b,2020,2023,8,1,246205
1RwbMtpsVLPXVzAhYLoMt8,min kyung kim,4,18,"korean classical performance, korean classical piano",2016,2019,2,1,1143
1MW1wqNtF2hNgsPfGDhrHB,catching cairo,49,4825,uk contemporary r&b,2021,2024,20,1,352532
1T3RPiMH711kvoXymKUTYH,sugarloaf,33,62375,"country rock, psychedelic rock, southern rock",1970,2023,8,1,123817
5FnQ61W25UmgeYPD3SnooP,ampop,6,574,icelandic rock,2002,2007,3,9,980
2Waw2sSbqvAwK8NwACNjVo,bo burnham,68,1876587,"comic, pov: indie",2008,2022,8,6,4460531
4Nrd0CtP8txoQhnnlRA6V6,vianney,65,1267888,"chanson, french pop",2015,2023,20,1,3426101
70QnsU7IqslHwEqM2sSfgh,bebeto alves,19,5877,rock gaucho,1979,2020,14,1,5929
16Z02ErwXvWKRAj3vEyE4u,la sista,30,16662,"latin hip hop, reggaeton flow",2014,2024,12,4,66821
3E4fyGdaoYfiDsPXGWZqRd,daze of june,14,5448,danish metal,2018,2023,10,1,5245
5heIph329Vx0COg1T43OHD,cobla ciutat de girona,2,156,catalan folk,1999,2024,19,2,250
10qaAJjsY1PMDwPnNwHKMz,dj shocca,44,19996,rap italiano old school,2004,2024,16,1,216293
4OrbnwBMY5oJJZuJpxr66U,raggasonic,34,78230,french reggae,1995,2013,5,1,99052
7a1hhfBHEkYb1Ltm5dpupo,girasoules,10,1652,pop,1996,2001,3,11,1944
2d6W4cnC5XsVOaxtgaj9hA,eva simons,54,91480,dutch pop,2021,2023,20,1,1075296
4QqJxFvdrzi7KsE68gcuQV,two spot gobi,6,1038," blues , rock , blues ",2008,2012,6,1,2357
0j0HBDnIuT6rsn840ec18A,lafa taylor,41,9792," tech , contemporary ",2005,2020,10,1,24335
3yPTH9Cm5CqJUBvZ2PIOVW,beks,38,1904,pop,2021,2024,20,6,173319
2iDHdXZgE2zK90X3yrKXTh,joanie bartels,32,1754,rock,1987,2008,16,3,7641
5SQ6L1bYbniikEzOOeCF3d,adam newman,15,1051,"deep comedy, new comedy",2011,2024,6,1,3179
63HCXVcKRb48ULjQ2Wzekx,the envy corps,13,3668,iowa indie,2004,2022,8,1,3509
43vlGbTKjgO6nfjSKhdabx,jody williams,14,816," blues , blues ",1957,2014,5,1,6286
3NxpC1snwKVakSDm2hLNsI,manix,23,3007,"hardcore breaks, hardcore techno, jungle",2008,2024,11,1,25866
4VYSLPSI9yb8qkUpKyVQSJ,marco barrientos,62,1667696,"latin christian, latin worship, rock cristiano",2006,2020,20,15,1735370
5WpHAEOowRK9peCx0CIdMy,leola,28,34258,japanese dance pop,2016,2024,20,1,33937
7s4iKwHeKFulBZM2xGCPwD,wahyu os,24,5722,"classic indo pop, indonesian city pop",1985,2017,7,10,35488
6b0G9aPXmaLLDWJHhCrv1Q,me like bees,31,14693,missouri indie,2011,2024,15,6,53223
5P8zPeJpGvHclaIk8nKoGx,rimar,29,17337,"indonesian pop, indonesian singer-songwriter",2017,2023,7,1,77869
0T6ftJcD6HLk3bkDQPnodz,insult,18,6478,"crust punk, grindcore, powerviolence, thrash core",1997,2014,6,2,5074
7MDoXA8Kfykq3gkBkDBLtH,the rah band,53,68487,brit funk,1983,2023,20,3,1247415
5V8Kka9qd5pjew8DpuY6DP,osvaldo nugroho,9,493,glitter trance,2011,2023,20,1,4087
3KFe4wo1ECxY60hnhUPRmN,hedi habbouba,23,11179,"classic tunisian pop, maghreb, mezwed",1977,2023,15,1,20439
2xlpaXRCsfNqoefQexl2J2,para italia,17,1234,uptempo hardcore,2017,2021,4,2,11741
4Ix9dfDQ6xMnRMBgQAnl7t,alyssa ann,2,245," indie , folk ",2020,2021,4,1,495
3h4fLArFbSDysZMXzq3ik4,fox and bones,20,10485,americana,2016,2024,16,5,21167
4FGIdBA3pz8PWx0RMLKdDZ,gravelle,1,334,scottish indie rock,2018,2023,9,1,101
1duuABNnOi37GIUXHrtTdk,tina ly,17,8346,"zouk, zouk riddim",2009,2022,13,1,11286
1yRxS3CXYM7s6amlkEmozI,kap slap,30,35562," dance , pop ",2015,2022,20,1,69874
2tOHKNSmEBSBMOc3oGZNyk,mateo briscoe,3,397," indie , rock , pop , romantic ",2019,2024,8,1,323
3GXHx6w51K9F5Xvzp9vFo6,the dove & the wolf,14,3714," indie , rock , pop ",2012,2019,12,4,6918
53BLoLwyqkxCtZDL2J68UP,deesan edm,0,2," dance , house , edm ",2019,2021,20,1,2
6LlitI30eC5HRXcTR5zBKO,martin lawrence,19,29877,black comedy,2016,2016,1,11,6336
2o0nfxRxUsOPUfKD8JKfPg,sardina,0,20,jazz,2008,2011,2,12,6
4GE3w9LX8D6CGbfSk7PF88,otrebor,24,1165,chillsynth,2020,2024,18,1,24887
169OtfUBjzVT3HA6iUMC2l,pigmy,4,848," rock , folk ",2011,2020,6,3,292
1l3cAmALCtGbjWGVtRwhoh,enterprise earth,39,103970,"brutal deathcore, deathcore, melodic metalcore, progressive deathcore",2015,2024,20,6,86433
5wRZGlcVR4Bmy2m1rUHLqC,francesco fareri,1,1992,shred,2006,2021,7,8,168
1f45PdiKDDBy5VeUKcztcP,mrs. nina chartier,23,11984,frauenrap,2016,2023,10,1,12632
2KcLrCao2zAX5Ez6gZzgW9,ian hultquist,32,1423,soundtrack,2016,2023,20,22,58531
25YuwaUOt5r7Myn76coeON,sherrick,15,1472,post-disco soul,1987,1987,1,10,7028
4b7ZEkk5uXPlwX2IPuV7Q2,imlay,38,12273,korean hyperpop,2015,2023,18,1,121981
5ovZ9KFI7iYQFMT2O6DJhU,the caravans,21,5754,gospel singers,1962,2021,20,10,15247
4yTcSEYSpMUQ5t5XFd0uPU,el morabba3,28,139330,"arab alternative, jordanian alternative, jordanian pop",2012,2023,6,1,24811
6wMmgWKc9Mi4aPDeYGQsDX,see me river,0,58,seattle indie,2007,2018,8,5,44
7rFVPfrASM9KOEeJBa4l0x,the jackson southernaires,25,38322,praise,1980,2006,20,9,12742
6swhrKqY4WiZoJanmBNqsX,the texas horns,16,403,soul,2015,2023,6,1,475
0RYjKBWNiCo1W1cqbSyRAr,three years down,0,13," rock , punk ",2001,2001,1,12,4
2JSc53B5cQ31m0xTB7JFpG,rogue wave,46,116376,"bay area indie, chamber pop, indie rock, noise pop, oakland indie, stomp and holler",2004,2020,20,1,591804
2SzCiJ7UbZYFoLXIiaHUzE,officina zoè,15,6140,"italian folk, musica etnica, tarantella",2004,2018,6,1,6451
4KcLdMaw3ai9gReju7aAaZ,pastor brad,6,1505,christian metal,2005,2024,20,14,823
06cd30Cv9US973Ika84gDw,lucas lucco,55,3135698,"funk carioca, sertanejo, sertanejo pop, sertanejo universitario",2013,2024,20,3,1293010
0a20D8XFlP2dDSZgBe3ywP,mike fuller,5,425," blues , dance , rock , blues , romantic ",2020,2023,8,3,1085
6OmuIINuCu65IMJPjvwHGg,chiller twist,10,205,deep progressive trance,1998,2024,11,4,3938
7e0N8MfEExKYRzY4T96xii,emotional xan,21,8552," metal , rock , rap ",2020,2024,10,1,7997
5MaQOkDQk9ROesyJY8Lor3,euis komariah,11,784,"gamelan, sundanese traditional",1978,1997,9,8,3433
5ugKDsPNjtGyV7WxD7nTYS,adelaida,17,8448,"chilean indie, shoegaze chileno",2015,2023,13,6,4001
5R09pajxQjiwdUH6Fw4yM5,henge,25,13411,rock,2017,2023,17,5,16355
0GY3W06suAZynRmoHSWjhd,john paycheck,2,413," country , traditional ",2021,2024,12,1,290
4cEYh7S0lnB9zj30tzPorE,harleighblu,28,8073,british soul,2013,2023,20,3,38024
6gYY6GCdVAeSFrIYXdkcVI,les délices,2,164,american early music,2009,2023,8,1,186
6gPibbNGs5xjXfkctQkIW9,sharesprings,12,2448,"indie shoegaze, indonesian shoegaze",2018,2023,2,1,5134
769azL3XcENOJDnef6VsKu,phantom winter,10,3458,german black metal,2015,2023,4,5,1622
2iyLphVMYwRzaMn9hwHqDf,optic core,37,12573,"chill breakcore, glitchbreak",2021,2023,20,1,104904
7g6kddzEzkVe60KoAOv8ze,moonchariot,4,742,folk metal latinoamericano,2016,2023,6,1,590
2KEmsfx3vYhlcs0nATaFkC,telekrimen,12,5102,"latin surf rock, mexican rock",2008,2023,4,2,3260
0pvXfGUIcaj4zKCAYFvU7T,leona griffin,17,753,scandipop,2019,2024,17,1,4903
0BkX3f2WgeqNgvulzPLc7R,yelsid,49,250308,"musica popular colombiana, reggaeton, reggaeton colombiano",2008,2024,20,1,472808
1UBYsGs49BqlA1zJqJT4De,the june brides,5,2470,"c86, tape club",2005,2017,4,2,1352
2OdXXipsrskFeePBpIdtc2,ian maksin,14,2275,sefardi,2009,2023,15,1,3197
5TrMBrSgXbOR6GYA20F2lX,donaleda,24,3338,brazilian reggae,2005,2023,9,1,29479
0fYTz16aQCU6BnKa4kLsO5,wickhead,6,350,"african rock, south african rock",2004,2008,3,14,1828
4vaIXFbNmzRmOepmPLjkMQ,julien baer,8,1096,nouvelle chanson francaise,1996,2008,2,10,1530
6f07elFCQFUU41uoiX5Kk9,souvenir driver,0,308,"american shoegaze, portland indie",2011,2019,12,1,114
68tIJ2KGC2bUs1cmIhJ9mW,alain clark,41,68370,"dutch pop, dutch rock",2004,2023,20,1,227196
2sfSQ1BOzaFQa3LZj6OGwD,josh pan,50,36762,vapor twitch,2018,2024,20,1,953918
5dR53BcO7hNES0uYs2tN7t,declan hunt,23,1832,irish rebel song,2008,2016,4,26,13261
4uyqbXDfaTczuqmFmjbzWF,morka,5,377,israeli folk,2018,2018,1,12,596
4CFTXdJS0pNJdaYHbitsNv,laura aston,15,5611,british country,2018,2023,16,1,2513
4bRSl9N763BQRjjAyHnprs,scarlatti goes electro,1,45," electro , traditional , baroque ",2008,2023,6,5,97
0U8k7A7exNraVR7goI7X8G,anubis gate,18,20574,"progressive metal, progressive power metal",2004,2023,10,2,6485
11RbikBSjyHadbg5906Sp6,dream safari,2,572,indie nica,2019,2020,7,1,209
6Eys8fI3z5ifobsUtZqbo0,hilyard,32,5186,drift,2016,2023,20,1,15317
5jHR8PXZJrIOKqKCnjXZh9,franziska kleinert,8,245,rock,1994,2024,10,1,3014
0SquRSkIJbzPqCUxG2EZMi,alice wonder,43,69449,spanish indie pop,2018,2023,20,1,167632
5O6FOgsmCNLvIvUuGVtQc0,sloks,1,423,turin indie,2018,2021,2,10,118
6T38e05zaTbse5F2gOBcKj,peter malick,24,741," blues , blues ",2004,2013,6,3,29387
2iK1rsbYstkSVn57M4s8ut,gaab,67,1623629,"funk carioca, r&b brasileiro",2016,2024,20,1,5082870
0ZVkExMmSHSt1qZPXlpQiz,sergiu nadasan,0,16,romanian electronic,2011,2024,7,4,5
0atJgsk6SYsVlg7TcMctTG,garbo,14,6971,pop lgbtq+ brasileira,2017,2023,20,1,2057
3S3vmLBBxnscJGPLeqVKQN,immerse,21,5882,uk post-hardcore,2018,2023,15,1,16747
121aWYwSFdTRpmnxYfmAOO,maxime goulet,3,92," classical , opera , contemporary ",2014,2023,4,1,395
0jzaoSt5gOC04OWBqN78VS,tomberlin,42,54844,"louisville indie, small room",2018,2022,9,5,310705
0V6iWD05yAOe1C3pJpbMbk,one night only,30,22695,rock,2010,2015,8,2,54232
6Q5oCDEZjS7QnG9b2y4jLM,marylin frascone,10,58,french classical piano,2007,2017,3,9,3746
4LZ4De2MoO3lP6QaNCfvcu,said the sky,57,280808,"melodic dubstep, pop edm",2018,2024,20,1,1291087
1VnI4RhvVOvCQzGMNiUma9,daniela casa,4,889,italian library music,1974,2019,7,15,1054
2wKZKjNTOtH2vjxIsUBZqY,carlene carter,42,33435,country dawn,1978,2018,13,1,237430
1hYA6XyhYOEKo90klGeh4H,vayb,41,59650,kompa,2017,2023,9,1,99807
1L56apXminRPJqnqBN0vhe,morris day,27,226905,"funk, minneapolis sound, new jack swing, post-disco, quiet storm",1985,2022,11,1,39785
67Bvv2wUyCph0smNq72LrK,tommy walker,34,55700,"classic praise, swiss worship",2009,2023,20,12,76804
6GV0ZBXgYoZNKMWcyA7X4y,anna maria x,5,451,soul,2017,2023,6,4,844
6RCI4WXRwG9jnRHZgzBYFr,manwolves,38,54567,"bedroom soul, lo-fi rap",2017,2023,20,1,138266
72fdBvuHxCR7PLvj0osbhR,julius dreisig,46,16344,"gaming edm, traprun",2017,2021,14,1,578935
1p0J5PXJQMVqk5uVV4T1ja,seong-jin cho,46,44287,"classical piano, korean classical performance, korean classical piano",2015,2023,20,1,452355
5bWirdAOy7SrTJtkQc6jhX,the dave mcmurdo jazz orchestra,0,38,jazz,1992,2002,4,8,16
5G4UIOEaPAEqQ9GFBGCfL2,kottarashky,11,4042,"bulgarian indie, bulgarian rock",2009,2020,2,1,2606
4yvREhViCsrwclRdBAdlOl,bladerunner,35,20581,"drum and bass, jump up, jungle, ragga jungle",2022,2024,20,1,91211
4ndkdRiKjszs8BwztqY8IW,liz brady,11,1067,ye ye,1965,1966,3,4,4007
7MrDzS5aCy6jjBVqRidPCY,la belle vie,36,11742,new french touch,2018,2022,13,1,140740
0MnQ8m1U8JT36ixxg2ObzN,yanik coen,19,294," dance , house , punk ",2012,2024,16,2,17179
0pHnFbfCscofaIK9CJZDle,maurice john vaughn,11,548," blues , blues , contemporary ",1986,2001,4,10,3620
0kVNa1qBak8arcwcUeLu90,sleepdealer,39,43319,"chillhop, lo-fi beats",2012,2023,20,1,180829
2t83XNmd32EQtU21dhvpfd,frank kusserow,0,49,"frankfurt electronic, german techno",2010,2010,2,2,19
4KhjcdYNau3U89mU0hLuqr,dux,31,6768,funk,2016,2024,20,1,68251
6INCGubplcHxkyniHIeJa9,substaat,17,1924,"dark electro, futurepop, neo-synthpop",2010,2017,7,4,3116
6zjMMh0ijUZ0dr6w2Pfe9P,echt,44,75545,"german pop, german rock",1998,2001,3,11,473844
29X5FRTkYvIE1x4DxNQeBu,boy-ken,23,654,j-reggae,2016,2016,1,1,476
3z5xc5WaZBMQkY0UeJdiKr,billy kay,12,30,hip hop,2022,2023,3,1,13
22XcaEtYIP8rXW4TtvFcsH,david lamar,0,120,choir,2014,2018,2,1,6
6W7c46JDOOQqgn6XJLZs0U,moderno,6,134," dance , modern ",2018,2019,4,2,1123
4cxafMtunLHHsKIL6e2VCX,carriage house saints,0,4,house,2009,2009,1,13,0
3QxHPvnw4NfrfEaqWlBjqN,misty boyce,15,2169," indie , jazz , pop , modern ",2008,2023,20,1,8280
1X1x3b8jhrCcq7LUdW3TEh,empyreal sorrow,0,352,german melodeath,2020,2021,7,1,79
3hMJQEZNAHb3swWS8LkzMW,david jach,20,2372,deep euro house,2009,2022,11,4,16722
3QrMraHMbEdLOVayFdUSq0,висельник,25,4520,"depressive black metal, russian black metal",2011,2021,11,6,17098
2R5AqLTQob9ojaJVg26TDQ,andrade,47,9826,musica triste brasileira,2021,2023,20,1,758005
5czcqWtwZb5btfWWvWTmgZ,the floozies,39,86879,"glitch hop, jam band, lawrence ks indie",2008,2023,20,1,146302
5hqRsNHDZH1jHzI9LgxFRZ,filipek,48,146362,"polish hip hop, rap uliczny",2015,2024,20,2,338105
5oCBlVlFOFOkTjEnyjEk24,flash kostivich,1,226,"hardvapour, vaporwave",2016,2019,3,7,169
1IhLXG4kDHgETq1FXk6iu7,colin steele quartet,3,424,scottish jazz,2017,2020,2,10,394
3xBjvWBoQkBXf7BPe2JxuJ,villeneuve,7,1192,electrofox,2004,2010,6,5,1854
1qC3LsWlbrRCPVRooOX81u,arvingarna,46,83025,"classic swedish pop, dansband, swedish pop",1992,2023,20,1,392199
1ObQIxr8DtSDUaQjY57Ybt,howie and the hillcats,0,35,springfield mo indie,1996,2003,3,12,27
4gfQreUC6sEeTxupJbki0j,siti binti saad,1,448,"taarab, tanzanian traditional",1930,1930,1,16,146
0dZUiHIO2BUomz0xwglFiW,makewar,22,9470,"5th wave emo, orgcore",2015,2023,7,1,13635
1DuQXV6XhlTDFGfHF7Y0fj,kyle edward connolly,0,223," indie , country , rock , pop , modern ",2021,2021,2,1,84
7zSBT5055RXCdsaGLsSBoC,reido,0,104,metal,2019,2019,1,6,21
7zXWnYi4ciLWNWSxkuUb4d,robert edwards,32,1308,electro swing,2004,2022,16,1,70289
06hPRTiX99Am7kRHo5EFE4,the gris gris,2,998,oakland indie,2004,2005,3,3,375
2J2ulUwLz2ItsDwB5V4LxU,stereo type,21,3658,japanese math rock,2008,2019,5,4,14625
2j09qtoyDIrtG7H7DRihDp,cherryblossom,30,9377,j-poprock,2017,2020,7,4,41529
5yzLRjAu6ni4Bb3fQDED2q,mausio,43,47754,tekk,2017,2024,20,2,296367
7uHOp2UvCRbPU1sNKk57hv,jhameel,37,19661,shimmer pop,2009,2023,20,5,46801
0DJoMHFNyxWdoGqi8XMdfk,mommy,46,24427,lo-fi beats,2018,2024,18,1,452229
1IFCB2Cmrb3iKcEP6VAqpA,eminor9,0,60,tech,2015,2021,12,1,14
4RXGe1aHoFZSEY5LdHkPYH,zmaza,16,3059,polish punk,2006,2018,5,10,5197
3PWp9R5HvbQgxI5KBx5kVd,kana-boon,61,954402,"anime, j-pop, j-rock",2013,2023,20,1,2680273
1IZKYk83a9Z6JQbvm6B5eQ,dominique guiot,21,10628,spytrack,1986,2020,9,12,15051
0AmicTHFZR4QlSuJ8VApGP,exzess,9,1281,deutschrock,2018,2018,2,1,1961
3yD09j029kXRkAp64m4kLG,catherine denley,16,31,choral,1985,2018,7,15,6253
3o9EGvKhVFjyOSki6uf0GH,lugburz,0,297,middle earth,2003,2010,2,11,126
17Z0yELE3Ovk5iqMx1pZXT,paul bley trio,28,2822,jazz trio,1965,2018,5,6,49293
3eWOdZ5DESjVJTJ0YkyYXc,silentium,32,59,traditional,2023,2024,2,1,39278
1WNHxGOaIgICSgP4LjlRCD,outdance,3,73,italo house,1992,1992,1,4,716
7nsrpnZG1PGN9a5jlBCKob,elevators,0,56," blues , house , blues ",2014,2018,2,7,24
75d7OzYeRzLOGEurYQBg00,холодный звонок,27,7634,russian post-punk,2019,2024,14,4,25983
4hDDp77r5fiAXhSlWFbAfh,mixtapes,17,12159,"alternative emo, orgcore",2010,2015,10,6,5680
2T25snojmxVnJekc1styaK,sündenrausch,10,2308,neue deutsche harte,2015,2022,9,5,1563
5pQLa1PMOMiym6nfiUWqbu,mustafunk,33,32184,"argentine alternative rock, argentine indie, argentine rock",2015,2020,12,1,58469
0MHUXo8PYYFpnXY73siC8T,james egbert,28,9744,complextro,2010,2021,20,1,36287
14KBpSA6zNtVl8CtcLYpbw,exhumer,0,640,italian death metal,2013,2013,1,11,38
3WvaO5fW18CP97Q116L4od,ulysse,36,13502,"german alternative rap, german underground rap",2018,2024,20,1,90295
3SXADC4MxjeHVBxGVYhhpW,lou dalfin,16,4445,"folk rock italiano, hurdy-gurdy, musica occitana",1992,2023,8,1,3324
45f1m9SROETaiqSyGcqTzv,neovaii,46,92303,meme,2016,2023,8,7,329880
5PHYg0IcnpyZJ1y9euAx4i,ytb trench,35,15555,atl trap,2020,2023,10,1,116206
5J8oYOa9uB2amNM14zVo5p,roger west,0,152,fluxwork,2015,2022,3,4,169
2asJHdQjx8ujV0CDNKRo4c,pavol hammel,24,7089,"classic czech pop, slovak pop",1975,2020,20,13,16461
3jRI2sdlApA1oN1vBVgpW9,mangog,0,197,epic doom,2017,2021,4,2,32
2uAMRGibrOlZ4dwWO8gmdm,mayflower,19,2788," metal , pop , modern ",2022,2022,3,1,7079
006j2rer9tZJCYniu7SaWS,peach prc,52,180868,alt z,2020,2024,20,1,609278
0976UTVOFuQoAGTu6lScNn,dead neck,13,2624,"fast melodic punk, uk diy punk",2014,2024,4,5,1511
0x1h25CQ0OKM9Wpj7Lg7ER,richard crandell,7,585,tzadik,1998,2016,6,11,1160
4YlOMzdVKMLLaYe5sWijAE,ナイフ,0,262,touhou,2017,2018,3,2,37
4ouuOsxjfLQmULJ1yWjYbn,klue,5,1324," hip hop , house ",2015,2020,16,1,1046
7qoGac7BPc1n3vkOSaRCjC,chome,42,34,white noise,2022,2024,5,4,226436
3RwH4OIQbgGNiXGF0tJ7jM,kūlgrinda,13,1624,lithuanian folk,2002,2022,5,17,2349
5zh7B2CA95tsLUGYPOzAwC,forsaken legion,0,397,swiss black metal,2012,2019,2,7,41
5pgureWBGb0LSpd6IeURAC,nordista freeze,17,5410,nashville indie,2011,2024,20,1,9082
3Ks8gfOiRm64NuCnRWe6IF,peg leg howell,3,2605,"country blues, piedmont blues, traditional blues",2021,2021,1,27,640
2lSQGs5ZEUM4ptSAmkG0J8,killie,6,1865,japanese screamo,2021,2021,2,1,585
35nCHjNmrXypTkskdFzuwB,he said,8,1484,uk post-punk,1986,1989,2,13,1963
1Rb1PD9GWXK0YYpVuIFMDV,gerry lockran,0,38," blues , traditional , folk , blues ",1969,1969,1,14,62
5SRhOM75OnwuXH8BmCxD5a,discharge,39,114958,"anarcho-punk, crossover thrash, crust punk, d-beat, hardcore punk, punk",1984,2023,16,2,82763
